text,label
"Been a subscriber since the days of blockbuster. Originally through the mail and now streaming. First you tried the grooming of children on Cocomelon now. With the political landscape, people are paying attention, and I just can not support a company that so anti american you support open borders mental illness. For that reason I'll be ending my Netflix subscription. Remove Reed hastings. Or we all #CancelNetflix #thenextbudlight",not-safe
Netflix is my favorite T.V. app . It always has what I'm looking for whether it be for kids or adults.,Safe
Constantly having to prove its me or my kids. After almost every episode of a show we are watching,not-safe
What happened to netflix it for kids only all of my favourite in my list is gan And you giving me a kids show ðŸ¤¦,not-safe
Why can't I screen mirror without wifi?! We have the entertainment system in our van with an HDMI input. We purchased a USB-C to HDMI cable to play downloaded Netflix content on our van's screen for the kids. Couldn't figure out why it wouldn't work and finally found out because Netflix removed the capability. You charge me more than enough to have this feature not to mention I spent money only to find out we don't have access. Not at all impressed.,not-safe
"Old movies. High prices. Cannot keep my kids on my account, if they are not physically in my house. Hope I can watch while I'm out and about. ðŸ¤¨",not-safe
"Netflix has billions of Subscribers and it has very interesting movies,animated films and educational films that can help your kids not all those love stories and fictions that doesn't help your children",Safe
"Why can't i find the classic disney/pixar kids movies, and u put some trash movies,",not-safe
These is not bad but in the children section there less movie the brave dog these movies are not available,not-safe
I watched movie kids,Safe
Can you add a kids mode which can just cut S & N scenes,not-safe
"Absolutely corrupt platform, and they penny pinched ðŸ¤Œ ðŸ™„ are you serious. And I don't support groomers and exploitation of kids.",not-safe
"WORST EVER UPDATE...UNINSTALL IT NOW !!!! What child invented this update ? I've had Netflix for decades, but that may end. I called to complain and the tech told me ""YOUR PART OF A TEST GROUP"" I'm telling you...IT FAILED - it's a visually cheap version of HULU !!! At least give us the ability to uninstall the update.",not-safe
"Lots Of Great Content, But The Apps Don't Personalize Experience Well! As parents sharing profiles with our kids, we really want administrative features like Amazon Kids offers. For instance, I need to be able to set age limits and both authorize or block certain programs. My current woe is Boss Baby and all its spin offs. The kids have been watching it non-stop for years and I just can't listen to those screaming, angry babies for another day ðŸ˜µ If I could block it for their profiles, I would!",not-safe
they kill our children,not-safe
The new mobile gaming section is very childish we are not kids to play games please remove it dev,not-safe
"The worst thing they've done for me is that they completely destroyed part 6 from jjba and I will probably never forgive them for that, but as a streaming app it has many good series and movies to watch for kids, teens, adults and for all the family too. I personally liked one of Netflix's original stories ""sweet tooth"", and as an anime fan I liked the life action of ""One Piece"". They did a good work on that one.",Safe
"As the main star and company owner of most films I'm confused as to why my best ain't free for me dannie c, ""maiden name"" Daniel Stephen Curtis, its not benefiting me and unhappy I cannot watch and never had this channel. From a Hollywood film star sum I'd love to watch I'm even having trouble on Facebook saying hi to my adult"""""" """" children and I'm not gonna let anyone aged 17 on How. I give up let all dirty old men is it I'm being destroyed. And I'm a good dad still,,. ILOVE U All GREAPFRUIT",Safe
"This app is amazing. By far, the best app for watching shows. You don't even have to pay for any! You can also select a kids' account and adults account.",Safe
Please return all seasons of Modern Family TV series. Also add more Tagalog dub Anime with English translation. Kids now a days are so dumb with Filipino language and they need to learn it for school.,not-safe
"No parenting fiture User must be able to protect children from adult or violence content, other app create pin for this non kid content.",not-safe
"I enjoyed Netflix for over a decade, then about a year ago, it changed. There were only 3 of us using it but we had the premium package so I could watch it when I visited family. I alternate visiting my kids 2 weeks every other month & visit my sister up north usually 1-2 weekends/month. After the change, I couldn't watch Netflix unless I was home. I couldn't watch with my VPN. I'd contact them, hop hoops & use temporarily but even that was limited. It was such a nuisance so I cancelled.â˜¹ï¸",not-safe
Improper ratings- found several mature shows that Netflix has decided to change the rating lower. This allows mature shows to appear on children accounts.,not-safe
Thise is very s#x app no for kids but it is kid shkston,Safe
The app didnt work on my kids tablet,not-safe
"I absolutely adore Netflix, but they just keep removing some of the seasons out of some of the shows on the app. Such as one of my kids favorite shows Total Drama Island. I remeber there being so many more seasons to it but there gone. Netflix please add them back!",Safe
"You can watch so many movies for free and it is just amazing my personal favorite is cobra kai is such a good show and you should download it to watch so much fun and cool stuff and even educational movies for kids like blippi, cocomelon and a lot more buy if I wanted to watch a movie or series for free it would be on Netfilex so you day it is on any phone android and IPhone so if you have an account on your TV download this app on your phone yo watch so Many movies and more the best app ever.",Safe
"Stuck Watching Ads, no access to full catalogue. I sat down to watch a movie with my kids at bed time as a rare treat and every movie they picked required a change in plan. I was cool missing out on Peaky Blinders due to the same problem, but putting kids movies on display just to tell me I'm not handing y'all enough money to watch a movie that came out anywhere from 10 to 20 years ago? Nah Netflix isn't getting another dollar out of me. Hulu has the same catalogue anyway. âœŒï¸",not-safe
"ðŸ‘ðŸ‘I personally could not Live without NETFLIX. It has so much to choose from. ðŸŽ¬ You can Download Movies and watch them later. ðŸŽ¬ Suff for kids and adults, So much to choose from and ðŸŽ® games too. ðŸ‘ðŸ‘",Safe
"I cannot stay logged on with one of my devices, Chintzy Desperate Money Grabbing Sleeazers. I had been logged onto this device, though rarely used it. Now it gives me a message that it is not part of the household, it just comes across cheap and gross given all the news about making sure they do not allow the framily accounts. Only reason i keep any streaming at this point is for company and my kids(who could adapt to not)Feeling repulsed, might cancel.",not-safe
Good for kids,not-safe
th new update sucks i use my kids nexflix account now it says that i live in a different area code all i wanna do is watch movies Netflix is just out for money they are billionaires you don't need money all ur app is a call out for money useless app,not-safe
"The crack down on account sharing has made using Netflix as a student almost impossible as I move around so much. It is my account and yet Netflix regularly locks me out, even though I pay for the service. Ridiculous, going to cancel soon.",not-safe
Making me pay extra so my kids can watch Netflix at my mother's house is pathetic. Greedy trash company.,not-safe
Bad application .. i will never let my kids watch this app ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž,not-safe
"At one point I couldn't go without this app. Now with the restrictions my kids can't even use it if they are not in the house. So after all the years I have finally canceled. Raising prices and limiting access, no thank you",not-safe
Love the TV kids show and movies,Safe
"Old movies and the movies I watch stay on there after I watch them I have seen 80 %of the movies they have on Netflix or on other apps,a lot of old content not happy ðŸ‘ŽðŸ‘Ž,I don't watch 70%of the stuff you guys have and Netflix keeps showing the same stuff no kids here no cartoons no cooking show i don't watch them, there's only so many times you can watch the same movies very unsatisfied customer and Netflix is boring not worth the $16",not-safe
"FIRST NETFLIX GETS RID OF A CHILDHOOD SHOW OF MINE NOW NETFLIX GETS RID OF THE THIRD, AND FOURTH SEASONS OF MY FAVRIOTE SHOW, AND IS LEFT WITH THE WORST SEASONS OF THAT SHOW!",not-safe
Bad forbkids and Human generagtion,not-safe
"The app on my phone is not working well. I can only use the kids' profile. It can not open my profile on my phone, but it works well on my PC. I don't understand what is going on.",not-safe
I think it's great however there needs to be more options for middle aged kids because its between 7 year old to then 13 year old .There should be more please and thanks again this app is 6 stars â­.,Safe
Netflix is a great app to watch without commercials. which i believe commercials contribute to add in children by not being allowed to watch a show from beginning to end without interruptions. Netflix allows to watch uninterrupted.,Safe
Why is my adult profile saying it's a kids profile? I've un-installed and reinstalled twice and it still is happening. I have checked all the settings and it's still says I'm a kid profile. I can't watch BRIDGETON. FIX THIS!!!!!,not-safe
0/10 for elon the real life villain manchild,not-safe
"Elon Musk has turned Twitter from a short blogs, art, and jokes to endless, meaningless political discourse and hate. Twitter will never be successful with a manchild in the lead. Make of this what you will.",not-safe
"This app defends rapists, pedophiles, misogyny, nazis, racists, and literally all hateful content. God forbid women try to tell their stories about sexual abuse and exposing it, or you reporting people with user names like ""Nwordkillernazi"" or ""pedoisbased"" to be met with.""This user did not violate the TOS."" This app is funded by Russia, Elon is not a centrist. He is losing his kids he illegally kept and is going down a mid-life crisis, ""Alpha"" slope. I hope you lose the lawsuit against ads. ðŸ‘Ž",not-safe
"A dangerous hell-pit of unmoderated content by sellouts, sychophants, predators, scammers & bot accounts; it's basically the new 4chan. I'm sure sexual predators love what elon has done with the place, but anyone who has spent 5 minutes in an unmoderated forum or chatroom with many users knows how quickly it turns to spam, porn, advertising & con men taking advantage of few restrictions...that's X. I would NOT let my children anywhere near this disgusting, unprotected, evil-infused, platform.",not-safe
"As today someone login at 23 of August from Setiabudi area while we both at Bogor Jawa Barat so does mean not just old account but whole new and olds being used by some person pretending to be me, btw my name and married registration were already known at USA Embassy and New York, Thank you from Gmail notifications IT X send to my account since our new shopee was at Japan site using Infinix we borrowed our SMN A14 5g dead lock I don't wanna my child being accused stealing,July 2024 I do uninstal",Safe
It's disgusting and full of vile post including young children and animals DO NOT DOWNLOAD IT,not-safe
"X is a highly interactive multimedia application which is currently the least restrictive in terms of speech and allows for faster access to developing news stories than any other major application. While not suitable for children, it is useful and entertaining.",Safe
Has become a terrible service over the past year for some reason. Horrifying shock images of gore have taken over the site. It is NOT a safe place for children or families. Do not let your family use this.,not-safe
"Arguably the worst state it's been in, awful connection issues, videos not playing, intrusive ads for children's games. I'm not paying to use a social media platform.",not-safe
This app owner support genocide shame on You Elon you support child killers women killers,not-safe
The app has mature content. Please remove that. Not safe for kids.,Safe
"Thank you Elon Musk for giving us Free Speech again! We love Elon and Trump! Trump 2024 to save our children, our country, and peace in the WORLD, again!",Safe
The app says it's against racists and hate speech but the name of a big poster is literally anti white and posts videos of colored people and white people fighting just to always point the finger at white people with no context and then says things about getting rid of all white people. This app is all about being racist if your numbers are good enough and you can watch a person cut his own head off at any time of the day so don't let your kids on here if your a decent person.,not-safe
Misogynistic and vile app. I would rate less than 1 star due to the illegal activities on this app. This app should be shut down as it is a danger to women and children.,not-safe
"Since Elon took over it's a more efficient space. A n d speaking of Spaces, that feature is Par Excellence! So amazing to be able to have open honest discussions with people you may have never been able to speak with, or just listen & have get new ideas & concepts. I absolutely LOVE GROK! I really had thought free-speech had been lost to this communist takeover but Elon has created X to be a true Townhall & w/o the garage of child porn & bots or being banned for having a difference of opinion. â¤",Safe
In starting Twitter providing best services but after converting into X they demanded for premium subscription for ad revenue sharing but when Full fill their criteria then one email came from X your ad revenue sharing unpaused temporarily this is tragedy' for students we spent our precious time on X and got zero Disappointed from X and got dipression ðŸ˜¢ðŸ˜­,not-safe
"Y'know what? After using Twitter for over a decade, I might as well. Since the change in leadership, things have just gotten worse. Since 2022, almost NO change has been well-received. From limiting the amount of tweets you see, to locking things behind a paywall, to the censorship because Elon ""Free Speech"" Musk censors any word he doesn't like because he lost custody of his children he never supported growing up. I wish I could say more, but there's a 500 character limit in 2024, so...",not-safe
"Aside from the political issues stemming from the app now being owned by a man child, there have been a multitude of constant bugs and design choices not being fixed. The app doesn't refresh or update on screen content when charging. Any posts you like get unliked a couple seconds afterwards. You're stuck with constant loading icons until you unplug the phone and refresh the app.",not-safe
"If Elon Musk can misgender their child, then we can call this Twitter.",not-safe
Terrible platform run by a man-child.,not-safe
"Are you racist, sexist, transphobic, or homophobic? Well you have that in common with Elon. A billionaire man child who didn't get enough love as a child is running this app into the ground. Taking away our freedom in the app just to sell it back to us. New video auto play feature is the worst and can't be turned off. Twitter doesn't need shorts, stop trying to be TikTok. YouTube couldn't even do it. I'll bet twitter blue will have an option to turn it off. I'm literally done with this platform.",not-safe
"Unbearable to use since that loser bought it. Flooded with adverts, spam and pure rubbish. It will always be Twitter and it died that the hands of that man child. Bluesky needs to come out asap.",not-safe
"Used it for many years but recently uninstalled due to their support of ""pride"" month. I don't support anyone who endorses those disgusting events and sexual indoctrination of children. Shame on you, Flipboard.",not-safe
"So i have this app on my phone. Let me tell you about it. First it has the worst edited stories I've ever read. So many grammar mistakes as if elementary school students wrote them. Next even though I've denied all permissions in the app, it still uses its microphone to listen to my convos. As soon I mention something out loud there is an article on it in the next day or 2. WOW! Talk about big brother listening. Delete. Delete. Uninstalling! No thank you. Done. Gone.",not-safe
"I really like staying informed, whether it's politics or climate change or Covid or fashion or food, and this app provides it all. Pros: Wide variety of options to choose from, as well as a variety of sources. Cons: Too many of the sources are obviously not US-based, like I would prefer. Oftentimes it's evident that articles weren't proofread for grammar, vocabulary, punctuation, spelling, typos, etc, and that's annoying. A lot of the readers' comments are just childish name-calling.",Safe
"Be careful--Flipboard has trouble filtering ads that are NSFW & unsuitable for children. They told me it's a known problem & they ""may"" be able to remove such ads. Price of free content, I guess.",not-safe
Muting and blocking don't mute flipped articles. You still have to see idiots like Frank Lister constantly whining! Worthless app unless you love listening to children complaining. If you are a snowflake you will love it lol!,not-safe
Great news aggregator site for so many specific topics. I always recommend it to my marketing students at the university.,Safe
ULLANA You are going on a statement from the kids have been in touch with me to go back to you and the family of course I will be in a statement from his home country,Safe
Very useful app n I think that every students must have this app,Safe
"Pop up ads are uncontrollable. Opening some links can lead to pop up ads that suddenly begin to play out loud and can't be stopped even when closing the app. It can be very embarrassing if you are simply reading an article at work or in public. This pop up ad woke up my infant child and I could not stop it from playing even after locking my phone screen in an attempt to silence it. Be careful when using this app, it eavesdrops and then feeds you articles on what it hears.",not-safe
"How do I un install this program? From a Samsung s5? Every time I go to use Google my phone locks up, and a flipboard page comes up with half naked women on it. My kids use it to play games. And I've can't even find an icon for it to the trash can. Help please",not-safe
Haven't used it try back I just got this phone not too long ago or week some of these games were kids I know I do how to judge something I haven't,not-safe
"Mad, & ready to delete after last update. Is this game for kids only? So many silly graphics I have to tap just to play a quick game after a long day. Wasting my time....",not-safe
Have enjoyed the game for many years & now enjoy it with my child,Safe
Nice I have watched my sister play it from childhood,Safe
No words to tell it's a emotion since childhood.just love the work and enjoying a lot the game thanks.team candy crush saga.over all it's a legendary game .â™¥ï¸ðŸ‘ðŸ‘ðŸŒˆ,Safe
DO NOT INSTALL. Disgusting. Used to play this in Facebook games Era and now it's become a paywall game like every other gross money hungry game in the app store. Levels passed 50 completely unplayable without power ups which you can only buy with fake currency you have to buy. Want money for any and every action in the game and the fact its geared towards kids and they have store options up to $100 is sickening. Uninstalling for good.,not-safe
"This game is only for gents, not for kids. Due to sexual advertisements are podcasts too much and no option to report or stop these advertisements. So, everyone must and should don't install this game to your child. And also when getting extra moves and powers at the time of end with advertisements it shows the black screen and not responding until clearing this game in recent list. I never saw this kind of worst thing.",not-safe
I always love this Game since my childhood ðŸ˜ŒðŸ’–,Safe
"Fun and Addicting game. It has cute characters besides just the different candies. And I love that it's for all ages. That way, my grandkids can play because it's granny approved. ðŸ‘ðŸ‘ðŸ‘",Safe
"Fun game...relaxing game...recommend it for anyone anytime, kids too",Safe
it is very very interesting game. this game is very superb and very nice. when I am playing this game I feel so relaxation and I don't have any more tensions. stories game is perfect to all like children's and teenage and also old age this game is very good for all generations this game provides many happy and a lot of interesting about to play this game. when I am playing this game I feel very happy . so I thought this game very nice. so I am giving five stars for this candy crush saga game.,Safe
This game is awesome. I'm playing this since my childhood,Safe
"Until 4-5 years ago, I thoroughly enjoyed this app and recommended it to everyone. It has now become so overloaded with ads, a few of which are lewd and promote obscenity (ad for some app called Ayar). I am leaving this review to caution others who may mistakenly download the app for their children's use.",not-safe
Hi team this game was fantastic but playing ads (sexual / pornography) please don't play This game is playing so many childrens also please avoid the ads,not-safe
Diary for kids who have been the most part they were going out tonight with a friend request from my house at all today I have been in my head in the middle school with you on that one person that is a very long as I have a lot about how much do they have the best part is when you can see that I was in a bit too far for you too ðŸ‘¶ I ðŸ˜ the fact is that what I said that you have any questions about what you mean by you or your house is so good night baby ðŸ‘§ I love u more then anything about that,Safe
Really fun great for kids and parents ðŸ˜„,Safe
Fun really relaxing I even have my kids playing as well,Safe
This game is my childhood I remember playing it when I was lil coming back to it now is surprising as I have found many new and nice changes. It has become my go to game and I play it every day after school which helps relief my stress overall it is a good game and Im pretty sure some will love it.,Safe
THIS GAME IS VERY GOOD FOR ADULTS&CHILDREN PLS PLAY ALL WHO HAVE AN ANDROID MOBILE.,Safe
spent too much money my wife left me and took the kids,Safe
I am having fun playing this this game give me many interesting things about my childhood life thanks Candy Crush,Safe
"I love this game. It is highly addicting, though. My kids enjoy it too.",Safe
My childhood memories â¤ï¸ðŸ¤Œ,Safe
Good super helpful for kids and good for brain development,Safe
My childhood is in this,Safe
This game is my childhood because I play candy crush since 2012 and from now I am good in this game. ðŸ¬ðŸ¬ðŸ¬,Safe
I have been using this platform since I was a child. It is awesome it's private and secure with a great interface.,Safe
Best App ðŸ‘ðŸ‘ðŸ˜Šfor teachers and students connection for notes and classes,Safe
"Hi Skype, we are using your App for almost 5 years now, there's no problem for the first years. But now its really challenging to use skype everyday. Can you pls fix some of the issues we've been experiencing for almost everyday of using this app. 1. NO JOIN CALL BUTTON -my class in ongoing and some of my students cant even join the call. Some of my students use google browser to log in their skype yet they cant received any call from me even though im ringing them.",not-safe
I like it. It's sound quality is superb. But sometimes when I share my screen with my students it doesn't work properly. please fix this matter. Overall it is great.,Safe
"favorite messaging app, it's a childhood classic!",Safe
I teache quran to hundred of students all over the world through skype... so easy to communicate... just Can't share screen properly...,Safe
I need online Quran student plz help ma,Safe
very nice and very helpful for the kids,Safe
I can communicate safely with my grandchildren. Love this app!,Safe
"Great app, sometimes can be slow, it's a great thing for kids that have a tablet or computer to talk with family. It's definitely better for video calls if one has samsung and the other has an apple.",Safe
Thank you for teaching my children,Safe
I have been using skype since 2011 to teach my students.It is the best.I love skype.I am really grateful to skype management. Thanks skype.,Safe
"It's a good app for kids who have phones but not a phone number. This app allows them to easily text, call, or video call their parents and friends. My only problem is that when I open the app, it shows my chats, and then after two seconds, Skype rearranges them so I usually click a chat I didn't want to click.",Safe
Signs out every single day on my kids iPad making the app completely useless for communicating. Come on Microsoft!,not-safe
"God is so good that I,have my life back to him I,was a new born child again I,had the devil in my heart and my soul and in my brain",Safe
Thank you for endless hours of joy and fun in my childhood.,Safe
puppy when is the last person that doesn't have an iPhone so it works great for me to talk to my grandchild,Safe
It's easy if you have kids,Safe
good for students best for study purposes,Safe
Download the app skype for anything else student or children minor self- employed,Safe
Great for younger kids because it is a real platform and has the best options and they are all that they need like Texting Calling Facetime,Safe
So good I can call my friend and have fun when it's for free and its literally a kids whattsapp. 100% good for kids who want to talk to there friends and is begging to get whattsapp x,Safe
it is a great opportunity for your kids.,Safe
"Went from 3 to 4 stars! This app has really improved! I appreciate that I don't have to see MY face when I'm ""on hold,"" and I still love the size of the viewing screen! Also, the reception is markedly mo'betta ðŸ˜; for the past few months, the only time we have any issues is during bad weather. I do love this app, though; Skype keeps me in-the-loop with my kid & my grandkids, and seeing their faces â¤ï¸ is SOOOoooo... much more satisfying than only hearing them when on a regular phone call. ðŸ˜Š",Safe
so fantastic and helpful to me as a student,Safe
"Can't sing in because you want to help me improve my security, i know user name and password, but you want to send me email on my student email that doesnot exist now... and when i put that address is no longer in use, you suggest me to verify online, and nothing happens :(",not-safe
"Granny's in the hospital, both grandkids are hacking & coughing. Thank goodness Mama works at a doctor's office, they're well taken care of AND THANK YOU SKYPE, I NEEDED TO SEE MY KIDS & GRANDBABIES. Couldn't do it without you Skype and only you for ten years. ðŸ¤—",Safe
These apps are very useful for students,Safe
I am able to see and speak to my children and grandchildren and Bing is an added bonus.,Safe
Horrible useless it signs you out no reason. It changes your setting without permission. It git unsolicited porn of children just pop up. I dont want you tips and other things I didn't ask for them. But police need to check the developers out for unsolicited porn,not-safe
This app is very good for kids and adults mashallah!,Safe
I'm a student of Skype. They teach us very good. They do not scold you ðŸ˜‹ðŸœðŸ˜˜ðŸ¤©ðŸ‘¼ðŸ¤—ðŸ¤­ðŸ˜ðŸ’—â¤ï¸ðŸ’ŒðŸŒ·ðŸŒ¹ðŸ˜ƒðŸ˜„ðŸ˜ðŸ˜šðŸ¥ðŸŒ†,Safe
Every couple weeks i have to delete and redownload the app in order for my messages to send. Very inconvenient as this is the platform i use to keep my kids grandparents up to date with pictures and videos as i do not use other social media.,not-safe
I love Skype. I use it to talk to my parents and my friends even my cousin all the way I sri Lanka so far nothing wrong it's a great app. my account is a child account so I don't get calIs from random people personally love it,Safe
I use this app with my grandchildren. It's a life enhancer. Touch of a few buttons and I'm in contact.,Safe
"Great app Easy to use, my kids using also this lovely app, but one thing not good that's news feed, because there is mostly bad looking pictures or videos i think it's not for my kids if they see that news feed, and then i don't know how to off or hide that, thanks developerðŸ˜",Safe
"Your app is acting up, it logged me out and I haven't been able to login for over 12 hours. It keeps loading for eternity after I put in my login details. Also, the premium student page will not load payment page, the price options appears to be unclickable even though I have been verified. This is annoying!",not-safe
No me dejÃ³ escuchar Cheese de StrayKids,not-safe
"As a college student, I find music helpful for relaxing and studying. This app is worth downloading!",Safe
Brings back memories from my childhood,Safe
Very disappointed they took away the audiobook access for student plan members. Why package it as a premium plan with a student discount if it's actually just a cheaper plan that includes less? I also constantly have issues with content I have downloaded not being available when I am offline.,not-safe
The worst app! It doesn't let me subscribe for student premium even if I want to...,not-safe
Making the most of family membership. My kids are able to explore their own taste in music while I can still play mine whenever I want. My partner and I now only have one bill and it's made a huge difference.,Safe
I can't verify that im a student. Is it only for collage? Not for high school?,not-safe
When we use it at first it is good but after some time the ads are too much literally a ad repeated three time at a row and almost before playing another song the ad comes and most of it says to buy the premium pack it's getting worse and in the old spotify we can hear songs as much as we wanted we can select after searching allday but now we have every thing limited . I am a student in middle school so can't get the PREMIUM pack,not-safe
"This is an amazing app, I retrieved all of my music, of my childhood and more... The subscription version is amazing ðŸ¥°",Safe
ram and I was just excited for the day I was just wondering if I don't want me too I just want me to come back to the store to pick up a few minutes to be with me and I was like I want a good ðŸŒƒ ðŸ‘¶ ðŸ‘§ is that what you want me to do that for what they want me to come back in my room and the kids to school and work at a party at my moms ðŸ¡ is a very long time no see you tomorrow at the end I love it when u get y you are a very good day and I was like oh OK I got to go,Safe
"Rates are way too high unless using the student plan however, the student Hulu access is a joke. Ive been dealing with customer support from both Spotify and Hulu for over 2 hours trying to get my supposedly free Hulu access sorted but NO one knows what they're doing and keep passing me off back and forth. Hulu used to work a long time ago but not anymore. They will start charging you and then you can't access free through Spotify anymore.",not-safe
childhood ON way,Safe
"I can't upgrade my premium in students plan even when it shows eligible till September 2025 , it is stick on choose plan page but it never stuck when I chose other plans , is it a scam????",not-safe
"Payment for students doesn't work in students it is just get stucked at choose plan the same page is open even after selecting plan. This is so annoying, I have to use py laptop for the payment.",not-safe
"When listen to new episodes ( podcast) they would just dissappear. I would have to close the app 2 or 3 times to see my unplayed shows. Happens very often, daily. Update24/09/13. Now I can't even tap on a song I added to my playlist to listen too. Also its unfair that you can only get student rate if your going to college or university. How about 13 month vocational . Or even 5 month vocational. Very unfair. There's more but no more space to write.",not-safe
"Spotify lost it's meaning. Was supposed to be a free listening experience, now everything requires premium. Ads, downloading, etc... I've been using it for 3 years now, I'm still a student and doesn't have the kind of money to afford these. Sorry Spotify.",not-safe
Thanks for Student discount,Safe
"You people are charging money for almost every single basic thing in this application. If you want to skip the song pay for it, if you want to skip to some certain part of the song you again have to pay for it. For premium for students, you have to show all your documents, I am buying premium for music dammit not a credit card. We listen music to get some space away from complications in life but trust me this application and it's asking for money on everything is much more complicated then life",not-safe
"What are we listening to ? Songs or ada ? I was having my student plan for premium but for some reasons I discontinued that and from that time the frequency of ads have gone 10x, like a single ad is playing 3 to 4 times a minimum before playing a song",not-safe
Could be better. Can't use it out in my phone and at home at the same time. Don't want to make my kids there own account .,not-safe
"Great app, great service. I've had premium for around 10 years ever since I used a free trial for students in 2014. I use Spotify every single day. Thanks for a great decade.",Safe
"Amazing app, been using it for like 2 years and I even ignore when the Smart Shuffle randomly starts playing ðŸ¤¨ðŸ¤¨ BUT they do not deem my place of education eligible for the student plan, so I'm guessing they're willing to pay for all of my expenses themselves? I've been meaning to return to YouTube anyway... ðŸ˜’",not-safe
"I couldn't click on the monthly subscription tab under student premium plan tab, it wouldn't select",not-safe
"""Enjoy the next 30 minutes commercial free."" 1 song plays, then 3 commercials, literally 4 minutes after the message. Lies. Another thing? I thumb down an ad, because I'm married 20 years and don't use dating apps, or no kids and every third ad is for Capri Sun or school supplies. Your targeted ads suck. The feedback form doesn't fix it; thumb down/does not apply/etc: it doesn't work. 1/3 off my ads are for Kamala, and every one pushes me farther to the right.",not-safe
Good morning ðŸŒ„ you have a great day to be over tomorrow night if that's ok or not but I am good You can do it tomorrow if you want to come over and watch TV with me picking up the kids at school today and you can do,Safe
"No 2fa. Playlist radio removed in favor of dj. No dj options outside of language. This guy talks for so long every time. Atrocious ""shuffle"" Account has been hacked twice. Artists that I don't want to listen to ever don't stay blocked. Sorry I don't wanna listen to bands who's front man touched kids. Can't block podcast suggestions. Seriously bad shuffle and smart shuffle. 1000+ song Playlist shouldn't be causing me to skip the same songs. But I'm still paying for it for now I guess.",not-safe
Has really good music let's you have it for all ages and if ur not the right age it let's you not listen to it so it's really good for children and Ä·ids and baby's and adults,Safe
"Very bad experience because the premium Fully make premium I don't have money because am a studentðŸ‘©â€ðŸŽ“ I don't have money What I do It's not fair and very disgusting for me Respect ly, it's my opinion Spotify Have a nice day ðŸŒšðŸŒšðŸŒšðŸŒšðŸŒšðŸŒš",not-safe
Pretty!! But i wish If you're a student and love listening In music Its free premium,Safe
"They (Spotify) don't listen - always pushing adverts Aug 2024! Over past 18 months I have asked them to stop pushing ads directly on app start up (ie: Duo). They don't listen. So **even if you are paying a monthly premium**, they don't honor your request or your app notification settings. Pig-headed child they are and they don't care. Again pushes Duo (Sept 2). Have asked them many times in last 18 mths to stop. So for other would be premium subscribers, they push you ads even when don't want!",not-safe
"Aku coba ambil paket premium student tapi gak bisa payment terus, padahal payment paket lain bisa.",not-safe
Excellent app easy to listen very awesome.Know to pedophile oligarchy inhumanity yunited we stand against children destroyers that causes family trauma increases mental disorder in the world today.Tolerance humanity morality must become united nation project 2025 immediately now before pedophile oligarchy take over the world.Yunited we stand against common enemies.,Safe
"Hello. I have been using Spotify for quite a while and was satisfied in the beginning. I had a student premium plan, but some time later it turned out that I started paying regular fee and an app didn't notify me about it. I would understand if it notified me with something like, ""hey, it's time to verify studentship"", but it didn't. Disappointed ðŸ˜ž",not-safe
I really wish there was filter for kid content on recommended music. I play stuff my kids doesnt mean i want the entirety of recommended music to be kid songs.,not-safe
Hands down the best music streaming app ever! I get to listen to everyone from my legends too my hot new recording artists that just so happen to be my childhood friends! I.E. check out Adam Knight you won't be disappointed!,Safe
I am computer science student,Safe
I am a student and l want to work,Safe
Drop vin j ay ship up shape shift in order for a number of different types of my partners to make the decision to go through the same situation with a group of people that we have a question about the one who has the right outside his own children to death youtube and to make the most important person to be the person to love you have to be with you,Safe
"I know that companies need money to grow and I completely understand that but as a child or dare say teenager, that doesn't get paid or accepts allowance from his parents. It sad for people in my case, having to pay for space but as I said I understand that companies need money to grow. But not having to pay for something like this is nice and will be appreciated",not-safe
My name is Girum Assefa i am from Ethiopia and first year Bible & theology student,not-safe
"I have lost soooo many pictures that I would have to have put on my obituary (early planning) I am a senior citizen and there are certain pics that I wish I would have printed out but didn't. No matter what I try, I believe they are lost forever.....so, so disappointed..I used to LOVE THIS APP! There was a picture that I took of my children when they were very young. It was taken on the front steps of our first house... years later, my children as adults and their children recreated the same pic",not-safe
Dropbox is good and simple UI app but the price subscription in Malaysia very expensive especially for students.,not-safe
very usefull for research students,Safe
100 GB free storage should open for Students. âœ…Â©ï¸ðŸ¦‹â¤ï¸ðŸ’âœ…,Safe
"What is going on? Over half of my pics are gone. My son's wedding pics are gone. Half my grandkids pics are gone. The ones where they was young. This is the 2nd time an still no trash can. The trash can button is gone, and I can't add another account anymore. I use to have it added, but since you all took it off.",not-safe
"You children clearly believe that you are the most important thing in our lives. Surely, it's not about what we desire, or how we want to set up our programs. No, it's all about you and what you want. I just can't wait to see how it all works out for you.",not-safe
"Downloaded files just vanish. Have to download everything multiple times, only to look later and see that even though green check marks indicate a complete transfer, files just don't exist anywhere. Nevermind the hundreds of dropped attempts prior to the ""successful"" transfer. We used to recommend this app for our students to transfer files (Full Sail), but it has since lost its ability to perform this basic function. Don't even get me started on the UI ...",not-safe
